network_packet_size,login_attempts,session_duration,ip_reputation_score,failed_logins,unusual_time_access,attack_detected,protocol_type_TCP,protocol_type_UDP,browser_type_Chrome,browser_type_Edge,browser_type_Firefox,browser_type_Safari,browser_type_Unknown
490,4,836,0,1,0,0,1,0,1,0,0,0,0
183,2,25,0,1,0,0,0,0,0,1,0,0,0
311,1,86,0,2,0,0,1,0,1,0,0,0,0
387,3,612,0,1,0,0,0,1,0,0,1,0,0
92,5,973,0,0,0,1,1,0,1,0,0,0,0
509,2,1966,0,4,0,1,1,0,0,1,0,0,0
450,6,460,0,0,0,1,1,0,0,0,0,0,1
165,4,102,0,1,0,0,0,1,0,1,0,0,0
580,4,2115,0,2,0,0,1,0,1,0,0,0,0
643,8,460,0,2,0,1,1,0,1,0,0,0,0
545,4,550,0,1,0,0,1,0,1,0,0,0,0
435,8,1541,0,1,0,1,1,0,0,0,1,0,0
618,7,705,0,2,0,1,1,0,0,1,0,0,0
636,4,286,0,3,0,1,1,0,0,0,1,0,0
561,4,622,0,1,0,1,0,1,0,0,1,0,0
335,4,784,0,0,0,0,1,0,0,0,0,1,0
555,3,1764,0,1,1,0,1,0,1,0,0,0,0
739,6,214,0,2,0,0,1,0,1,0,0,0,0
380,2,655,0,4,0,1,1,0,1,0,0,0,0
919,3,2025,0,2,0,0,1,0,0,0,0,0,1
394,4,37,0,1,1,0,0,1,0,0,0,1,0
506,6,173,0,0,0,0,1,0,1,0,0,0,0
365,4,340,0,1,1,0,1,0,1,0,0,0,0
544,3,907,0,0,0,0,1,0,0,1,0,0,0
151,1,1475,0,1,0,0,1,0,1,0,0,0,0
390,3,177,0,1,0,0,1,0,1,0,0,0,0
281,4,226,0,1,0,1,1,0,0,1,0,0,0
527,4,1386,0,0,0,0,0,1,0,0,1,0,0
698,2,128,0,1,0,0,1,0,1,0,0,0,0
629,5,242,0,4,1,1,1,0,1,0,0,0,0
64,6,1055,0,1,0,0,1,0,1,0,0,0,0
908,4,145,0,1,0,0,1,0,0,0,1,0,0
559,4,1408,0,0,0,1,0,0,1,0,0,0,0
344,3,539,0,2,0,0,1,0,1,0,0,0,0
531,3,474,0,2,0,0,0,0,0,0,0,0,1
535,2,116,0,1,0,0,1,0,0,0,1,0,0
366,3,910,0,3,0,1,1,0,1,0,0,0,0
539,4,1723,0,0,0,0,1,0,0,0,0,1,0
378,3,942,0,3,0,1,1,0,1,0,0,0,0
419,5,304,0,1,0,0,1,0,0,0,1,0,0
362,7,959,0,0,0,1,1,0,1,0,0,0,0
213,5,570,0,2,0,0,1,0,1,0,0,0,0
529,1,1537,0,2,0,1,1,0,1,0,0,0,0
617,2,492,0,1,0,0,1,0,0,0,1,0,0
602,1,216,0,3,0,1,1,0,1,0,0,0,0
663,2,85,0,0,0,1,0,1,0,1,0,0,0
564,5,263,0,1,0,0,1,0,0,0,1,0,0
393,5,663,0,3,0,1,0,1,0,0,0,0,1
667,1,149,0,2,1,0,1,0,1,0,0,0,0
228,2,32,0,1,0,0,1,0,1,0,0,0,0
319,3,476,0,1,0,0,1,0,0,1,0,0,0
307,1,341,0,1,0,0,1,0,1,0,0,0,0
716,3,436,0,1,1,0,1,0,0,0,1,0,0
688,1,484,0,3,0,1,1,0,0,0,1,0,0
597,5,1162,0,0,0,0,1,0,0,0,1,0,0
714,6,2593,0,1,0,0,1,0,1,0,0,0,0
324,7,243,0,0,0,1,0,1,1,0,0,0,0
569,1,2283,0,4,0,1,1,0,0,0,0,1,0
474,3,207,0,0,0,0,1,0,1,0,0,0,0
669,5,1125,0,1,1,1,1,0,1,0,0,0,0
476,4,914,0,3,0,1,0,1,0,0,1,0,0
423,3,42,0,1,0,0,1,0,1,0,0,0,0
608,4,1032,0,3,1,1,1,0,1,0,0,0,0
675,1,1851,0,2,1,1,0,1,0,0,0,1,0
366,4,2129,0,2,1,0,0,1,0,1,0,0,0
487,6,924,0,2,0,0,1,0,0,1,0,0,0
288,7,1235,0,2,1,1,1,0,1,0,0,0,0
64,4,59,0,1,0,1,0,1,0,0,1,0,0
540,3,140,0,1,1,1,0,1,1,0,0,0,0
621,7,243,0,2,1,1,1,0,0,1,0,0,0
552,1,606,0,3,0,1,1,0,1,0,0,0,0
110,7,390,0,1,1,1,1,0,1,0,0,0,0
429,3,856,0,3,0,1,1,0,0,1,0,0,0
64,2,472,0,1,0,0,1,0,1,0,0,0,0
773,5,1193,0,0,0,0,1,0,0,0,1,0,0
282,5,1000,0,3,0,1,0,0,0,0,0,0,1
751,3,1100,0,3,1,1,0,1,1,0,0,0,0
689,1,1412,0,2,0,0,1,0,0,0,0,1,0
319,2,1437,0,1,0,1,1,0,1,0,0,0,0
273,10,1209,0,3,0,1,1,0,0,1,0,0,0
570,3,54,0,1,0,0,1,0,0,0,1,0,0
331,4,780,0,0,0,0,1,0,0,1,0,0,0
520,4,15,0,1,1,0,1,0,1,0,0,0,0
403,1,1089,0,1,0,0,1,0,0,1,0,0,0
143,4,50,0,2,0,0,1,0,0,0,1,0,0
64,5,3269,0,2,0,0,0,1,1,0,0,0,0
545,7,761,0,2,0,1,1,0,0,0,1,0,0
387,6,160,0,1,1,0,1,0,1,0,0,0,0
389,1,505,0,2,1,0,0,1,0,1,0,0,0
639,3,1402,0,0,0,1,1,0,1,0,0,0,0
734,2,158,0,1,0,0,1,0,0,0,1,0,0
445,2,615,0,2,0,1,1,0,0,0,1,0,0
431,3,2,0,1,0,0,0,0,0,0,1,0,0
600,8,1242,0,2,0,1,1,0,1,0,0,0,0
228,2,173,0,2,1,1,1,0,1,0,0,0,0
544,4,391,0,3,0,1,1,0,0,0,1,0,0
610,2,604,0,3,0,1,1,0,1,0,0,0,0
636,1,125,0,2,0,0,1,0,0,1,0,0,0
112,5,2090,0,2,0,0,1,0,0,0,1,0,0
347,7,506,0,2,0,1,0,0,1,0,0,0,0
324,3,210,0,3,1,1,0,1,0,0,1,0,0
519,5,1062,0,2,0,1,1,0,0,0,0,0,1
596,3,1797,0,1,0,0,1,0,1,0,0,0,0
799,4,1950,0,2,0,1,1,0,1,0,0,0,0
401,2,451,0,1,0,0,0,1,1,0,0,0,0
400,5,356,0,0,0,1,1,0,1,0,0,0,0
729,1,2118,0,0,0,0,1,0,0,0,1,0,0
559,4,43,0,1,1,0,0,1,1,0,0,0,0
753,6,1110,0,1,0,1,0,1,0,0,1,0,0
557,2,156,0,2,0,0,1,0,0,1,0,0,0
268,5,501,0,1,0,1,0,1,1,0,0,0,0
233,2,2457,0,1,0,1,0,1,1,0,0,0,0
189,1,696,0,0,0,1,1,0,1,0,0,0,0
632,5,592,0,0,0,0,1,0,0,0,1,0,0
737,4,51,0,0,0,0,0,0,0,0,1,0,0
869,5,259,0,0,0,0,1,0,0,1,0,0,0
668,6,2,0,2,0,0,1,0,0,1,0,0,0
732,4,1663,0,2,0,1,1,0,0,0,0,0,1
383,3,828,0,1,1,0,0,1,1,0,0,0,0
268,2,100,0,0,0,1,0,1,0,1,0,0,0
670,4,361,0,0,0,0,1,0,0,0,0,1,0
583,9,1334,0,1,0,1,0,0,0,0,0,1,0
521,8,120,0,4,0,1,0,1,1,0,0,0,0
577,7,209,0,0,1,1,0,1,0,0,1,0,0
564,3,623,0,0,0,0,1,0,0,1,0,0,0
756,1,125,0,1,0,0,1,0,1,0,0,0,0
758,5,385,0,2,0,1,1,0,0,0,1,0,0
608,4,3219,0,1,0,0,1,0,1,0,0,0,0
669,4,627,0,2,0,0,1,0,1,0,0,0,0
602,3,967,0,0,0,0,0,1,1,0,0,0,0
407,6,870,0,1,0,0,1,0,1,0,0,0,0
651,5,190,0,0,0,0,0,1,0,1,0,0,0
221,2,1497,0,3,1,1,1,0,0,0,1,0,0
710,2,104,0,2,1,1,1,0,1,0,0,0,0
261,2,2036,0,1,0,0,1,0,0,0,1,0,0
557,6,194,0,2,0,0,1,0,1,0,0,0,0
330,5,2476,0,2,0,1,1,0,0,0,0,1,0
610,2,1279,0,3,0,1,0,1,1,0,0,0,0
493,3,150,0,1,0,1,1,0,1,0,0,0,0
181,3,139,0,3,0,1,1,0,1,0,0,0,0
584,3,70,0,3,0,1,1,0,0,1,0,0,0
384,3,227,0,2,0,0,1,0,1,0,0,0,0
676,5,860,0,0,0,0,1,0,1,0,0,0,0
500,3,587,0,2,1,0,1,0,1,0,0,0,0
579,4,760,0,2,0,0,1,0,1,0,0,0,0
308,5,25,0,3,1,1,0,1,0,0,1,0,0
382,6,66,0,1,0,0,1,0,0,1,0,0,0
408,7,942,0,2,0,1,0,1,0,1,0,0,0
671,6,1506,0,2,0,1,1,0,1,0,0,0,0
835,8,356,0,0,1,1,0,0,0,0,1,0,0
338,5,145,0,1,0,0,1,0,1,0,0,0,0
715,4,294,0,1,0,1,1,0,0,0,1,0,0
66,5,424,0,1,0,0,1,0,1,0,0,0,0
261,2,795,0,1,0,0,0,0,0,1,0,0,0
308,8,421,0,1,1,1,1,0,1,0,0,0,0
229,4,1818,0,0,1,0,1,0,0,1,0,0,0
183,4,410,0,0,0,0,1,0,0,0,0,1,0
582,2,160,0,1,0,0,1,0,1,0,0,0,0
457,7,228,0,1,0,1,1,0,0,0,1,0,0
575,7,500,0,0,0,1,1,0,0,0,0,1,0
638,3,1220,0,2,0,1,1,0,1,0,0,0,0
553,3,1628,0,4,1,1,1,0,1,0,0,0,0
631,3,163,0,1,0,0,1,0,1,0,0,0,0
486,4,2,0,0,0,0,1,0,0,0,1,0,0
262,2,1628,0,4,1,1,1,0,1,0,0,0,0
711,2,207,0,1,0,0,0,0,0,0,0,0,1
382,1,1379,0,1,0,1,1,0,1,0,0,0,0
312,4,640,0,3,0,1,0,1,0,0,1,0,0
464,5,414,0,0,1,1,1,0,1,0,0,0,0
317,5,126,0,1,1,0,0,1,1,0,0,0,0
416,4,891,0,2,0,0,1,0,0,0,1,0,0
568,4,1363,0,3,0,1,1,0,0,0,0,1,0
569,6,494,0,1,0,0,1,0,0,1,0,0,0
320,4,472,0,0,0,0,0,1,0,0,1,0,0
402,6,1126,0,2,0,0,1,0,1,0,0,0,0
714,7,554,0,2,0,1,1,0,0,1,0,0,0
599,5,1231,0,1,0,1,1,0,1,0,0,0,0
915,2,44,0,1,0,1,1,0,1,0,0,0,0
736,3,1559,0,2,0,1,1,0,1,0,0,0,0
728,8,243,0,1,0,1,1,0,1,0,0,0,0
222,2,148,0,2,0,0,1,0,0,1,0,0,0
652,5,26,0,0,0,1,1,0,1,0,0,0,0
489,5,1436,0,2,0,0,0,1,1,0,0,0,0
389,1,49,0,3,0,1,1,0,1,0,0,0,0
533,3,2470,0,2,0,0,1,0,1,0,0,0,0
689,6,665,0,2,0,0,0,1,1,0,0,0,0
600,5,959,0,1,0,0,1,0,0,1,0,0,0
324,5,1033,0,2,0,0,1,0,1,0,0,0,0
648,2,277,0,2,0,0,0,1,0,1,0,0,0
372,2,1313,0,3,0,1,1,0,0,0,1,0,0
543,6,2338,0,2,0,1,1,0,0,1,0,0,0
439,2,369,0,4,0,1,0,0,1,0,0,0,0
456,5,1443,0,0,0,1,0,1,1,0,0,0,0
653,3,1182,0,2,0,0,1,0,1,0,0,0,0
291,2,712,0,0,0,1,1,0,1,0,0,0,0
889,4,366,0,3,0,1,1,0,0,1,0,0,0
135,4,429,0,2,0,1,1,0,0,0,0,0,1
380,3,294,0,2,0,0,1,0,0,0,1,0,0
574,3,444,0,1,0,0,1,0,1,0,0,0,0
616,5,3654,0,1,0,0,0,1,0,0,0,1,0
479,6,361,0,1,0,1,0,1,0,0,1,0,0
488,4,876,0,3,0,1,1,0,0,1,0,0,0
582,5,308,0,1,0,0,1,0,0,0,1,0,0
453,3,502,0,1,0,1,1,0,1,0,0,0,0
778,3,69,0,0,0,0,1,0,1,0,0,0,0
667,4,1152,0,1,0,0,1,0,1,0,0,0,0
674,4,865,0,0,0,1,0,1,0,0,0,0,1
306,3,341,0,1,1,1,1,0,1,0,0,0,0
484,5,595,0,0,0,0,0,1,0,0,1,0,0
439,4,1645,0,2,1,0,1,0,1,0,0,0,0
298,2,36,0,0,0,0,1,0,0,0,0,0,1
572,5,2129,0,0,0,1,1,0,1,0,0,0,0
392,5,509,0,2,0,1,1,0,1,0,0,0,0
631,3,1570,0,0,0,0,0,1,1,0,0,0,0
285,3,1581,0,3,0,1,0,1,1,0,0,0,0
843,2,48,0,2,0,0,1,0,1,0,0,0,0
320,2,1217,0,1,0,0,1,0,1,0,0,0,0
543,6,1056,0,1,0,1,1,0,1,0,0,0,0
658,3,35,0,2,1,0,0,0,0,0,0,0,1
385,6,2257,0,3,0,1,0,1,1,0,0,0,0
670,5,805,0,1,1,0,1,0,1,0,0,0,0
254,4,146,0,2,0,1,1,0,0,0,0,0,1
790,6,105,0,3,1,1,1,0,1,0,0,0,0
502,5,660,0,2,1,0,1,0,0,0,1,0,0
380,3,48,0,1,0,1,1,0,1,0,0,0,0
440,3,143,0,0,0,0,1,0,1,0,0,0,0
661,4,2372,0,2,0,0,0,1,0,1,0,0,0
383,2,1092,0,3,0,1,1,0,1,0,0,0,0
350,1,760,0,0,0,0,1,0,1,0,0,0,0
455,4,187,0,2,0,0,0,1,0,0,1,0,0
264,7,197,0,0,0,1,1,0,0,0,1,0,0
864,5,472,0,3,0,1,1,0,1,0,0,0,0
386,2,1122,0,1,0,0,1,0,1,0,0,0,0
666,5,3,0,1,0,0,1,0,1,0,0,0,0
541,4,36,0,1,0,1,1,0,0,1,0,0,0
303,3,1632,0,0,0,0,1,0,0,0,0,1,0
498,6,1345,0,2,0,0,0,1,1,0,0,0,0
656,3,949,0,3,0,1,1,0,1,0,0,0,0
462,4,553,0,1,0,0,0,1,0,0,1,0,0
738,4,125,0,2,0,0,1,0,1,0,0,0,0
704,4,86,0,1,0,1,0,1,0,0,0,0,1
683,5,1886,0,2,0,0,1,0,0,1,0,0,0
408,1,385,0,2,0,0,1,0,1,0,0,0,0
284,3,951,0,5,0,1,1,0,0,1,0,0,0
377,4,487,0,3,0,1,1,0,0,1,0,0,0
539,4,1050,0,0,1,0,1,0,1,0,0,0,0
609,5,171,0,3,0,1,0,1,1,0,0,0,0
65,4,530,0,0,0,0,1,0,1,0,0,0,0
498,5,378,0,0,0,1,1,0,0,1,0,0,0
531,5,224,0,1,0,1,1,0,0,0,0,0,1
444,3,728,0,1,1,0,0,1,0,0,0,1,0
758,6,615,0,1,1,0,1,0,0,0,0,1,0
584,1,547,0,2,1,1,0,1,0,0,1,0,0
762,6,715,0,2,0,0,0,0,0,1,0,0,0
456,2,123,0,1,0,0,1,0,1,0,0,0,0
687,2,370,0,2,0,0,1,0,1,0,0,0,0
827,7,314,0,0,0,1,0,1,0,0,0,0,1
762,7,1172,0,3,0,1,1,0,1,0,0,0,0
281,4,29,0,1,0,0,1,0,1,0,0,0,0
449,4,264,0,1,0,0,0,1,0,0,1,0,0
430,3,2003,0,0,0,1,0,0,1,0,0,0,0
597,4,285,0,2,0,0,0,1,1,0,0,0,0
637,3,131,0,4,0,1,1,0,1,0,0,0,0
332,6,1132,0,2,0,0,1,0,0,0,1,0,0
513,5,39,0,0,0,1,1,0,1,0,0,0,0
96,2,444,0,3,0,1,1,0,0,0,1,0,0
788,3,1546,0,2,1,1,1,0,1,0,0,0,0
397,11,2464,0,3,0,1,1,0,1,0,0,0,0
511,7,229,0,1,0,1,1,0,0,0,0,0,1
438,3,281,0,1,0,0,0,1,1,0,0,0,0
729,1,670,0,0,0,0,0,1,0,0,0,0,1
64,7,205,0,3,0,1,0,1,1,0,0,0,0
496,3,130,0,0,0,1,1,0,1,0,0,0,0
478,4,444,0,2,0,0,1,0,1,0,0,0,0
409,3,59,0,1,0,0,0,1,0,0,0,1,0
845,3,1797,0,2,1,1,1,0,1,0,0,0,0
322,6,325,0,2,0,1,1,0,1,0,0,0,0
654,2,327,0,1,1,0,1,0,0,1,0,0,0
571,5,1253,0,1,0,0,1,0,1,0,0,0,0
752,3,334,0,0,0,0,1,0,1,0,0,0,0
366,6,1144,0,1,0,0,0,1,0,0,0,1,0
353,3,159,0,2,1,1,0,1,0,0,1,0,0
719,3,602,0,3,0,1,1,0,0,0,0,0,1
585,5,1170,0,2,0,0,1,0,1,0,0,0,0
191,2,478,0,1,1,0,0,1,1,0,0,0,0
392,6,59,0,1,0,1,1,0,0,0,1,0,0
577,5,1068,0,1,1,1,1,0,0,0,0,0,1
667,3,545,0,2,0,1,0,1,0,0,1,0,0
364,7,304,0,1,0,1,0,1,0,0,1,0,0
64,5,3946,0,2,0,0,0,1,1,0,0,0,0
604,3,1670,0,0,0,0,1,0,0,1,0,0,0
255,4,30,0,1,0,0,1,0,0,0,1,0,0
96,6,720,0,4,0,1,0,1,1,0,0,0,0
64,2,350,0,3,1,1,1,0,0,0,1,0,0
662,3,30,0,2,0,0,0,1,0,0,1,0,0
525,4,9,0,1,0,0,1,0,1,0,0,0,0
454,1,701,0,2,0,0,0,1,0,0,0,0,1
777,5,308,0,4,0,1,1,0,0,0,1,0,0
627,6,972,0,0,0,0,1,0,0,0,1,0,0
823,5,484,0,1,0,0,1,0,1,0,0,0,0
221,5,1163,0,4,0,1,1,0,0,0,0,0,1
493,3,1341,0,2,0,0,1,0,0,0,0,1,0
176,5,856,0,2,0,0,1,0,1,0,0,0,0
454,2,432,0,2,0,0,0,1,1,0,0,0,0
450,7,3570,0,1,1,1,1,0,0,1,0,0,0
625,7,293,0,3,0,1,1,0,1,0,0,0,0
509,5,578,0,0,0,1,1,0,1,0,0,0,0
624,1,587,0,2,0,0,0,1,0,0,0,0,1
640,3,447,0,2,0,1,1,0,1,0,0,0,0
930,5,103,0,1,0,0,1,0,0,0,1,0,0
436,3,349,0,1,0,0,0,1,1,0,0,0,0
311,2,193,0,2,0,0,1,0,1,0,0,0,0
549,6,1840,0,1,0,0,1,0,1,0,0,0,0
339,6,852,0,1,0,0,1,0,1,0,0,0,0
796,6,271,0,1,0,1,0,1,1,0,0,0,0
443,5,667,0,2,0,0,1,0,0,1,0,0,0
386,5,1534,0,2,0,1,0,1,0,0,0,1,0
405,4,2179,0,0,0,1,0,1,0,0,0,0,1
643,2,62,0,2,0,0,1,0,1,0,0,0,0
468,3,1236,0,3,0,1,0,1,1,0,0,0,0
371,5,2712,0,3,0,1,1,0,0,1,0,0,0
833,2,503,0,1,0,0,1,0,1,0,0,0,0
328,4,4329,0,3,0,1,1,0,0,1,0,0,0
507,5,2518,0,0,0,0,0,1,0,1,0,0,0
630,5,855,0,1,0,1,1,0,0,0,0,0,1
173,4,1505,0,1,0,0,1,0,1,0,0,0,0
596,9,281,0,1,0,1,1,0,1,0,0,0,0
288,5,1995,0,2,0,0,1,0,1,0,0,0,0
664,3,716,0,1,0,1,1,0,1,0,0,0,0
307,3,570,0,0,0,0,1,0,0,0,0,0,1
638,3,1444,0,1,0,1,1,0,1,0,0,0,0
721,5,1762,0,1,0,0,1,0,0,0,1,0,0
672,3,966,0,3,0,1,1,0,1,0,0,0,0
550,8,20,0,2,0,1,1,0,1,0,0,0,0
453,6,727,0,2,0,1,0,1,1,0,0,0,0
384,2,1379,0,2,0,0,0,0,1,0,0,0,0
794,2,630,0,0,0,1,1,0,1,0,0,0,0
360,3,2184,0,1,0,0,1,0,0,0,1,0,0
292,5,1820,0,2,0,0,0,0,1,0,0,0,0
633,4,603,0,1,0,0,0,1,0,1,0,0,0
340,3,413,0,1,0,0,1,0,0,0,0,1,0
309,3,45,0,1,0,0,1,0,0,0,0,1,0
211,1,801,0,2,0,1,1,0,1,0,0,0,0
403,7,247,0,1,0,1,1,0,1,0,0,0,0
483,3,883,0,1,0,0,1,0,0,1,0,0,0
548,2,1282,0,2,0,1,0,1,0,0,1,0,0
690,6,420,0,1,0,1,1,0,1,0,0,0,0
605,2,12,0,0,0,0,1,0,0,0,0,1,0
461,3,1603,0,2,0,0,0,1,1,0,0,0,0
460,8,637,0,1,0,1,0,1,1,0,0,0,0
602,4,302,0,4,0,1,0,1,1,0,0,0,0
754,1,803,0,1,0,1,0,0,1,0,0,0,0
525,7,897,0,0,0,1,1,0,0,0,1,0,0
406,4,127,0,2,0,0,0,0,1,0,0,0,0
301,3,831,0,1,0,0,0,1,0,0,1,0,0
210,6,270,0,0,0,1,1,0,0,0,1,0,0
633,6,1302,0,2,1,1,1,0,0,0,1,0,0
615,3,2271,0,1,1,0,1,0,0,0,1,0,0
615,6,86,0,3,1,1,0,1,0,0,0,0,1
474,6,1994,0,2,0,0,1,0,0,1,0,0,0
781,8,1870,0,1,0,1,1,0,1,0,0,0,0
403,4,335,0,2,1,0,1,0,1,0,0,0,0
691,5,23,0,1,1,1,1,0,1,0,0,0,0
492,5,870,0,3,0,1,1,0,0,1,0,0,0
378,4,338,0,2,0,0,1,0,0,1,0,0,0
618,3,170,0,4,0,1,0,1,1,0,0,0,0
581,5,91,0,1,1,0,1,0,0,0,0,1,0
571,4,174,0,2,1,0,1,0,1,0,0,0,0
516,4,216,0,1,0,1,1,0,1,0,0,0,0
492,5,1271,0,1,0,1,1,0,0,0,0,0,1
977,2,1225,0,1,0,0,1,0,1,0,0,0,0
736,4,545,0,3,0,1,1,0,1,0,0,0,0
644,5,644,0,3,1,1,1,0,0,0,1,0,0
522,5,1999,0,1,0,0,1,0,1,0,0,0,0
701,4,1909,0,3,0,1,1,0,1,0,0,0,0
603,2,1411,0,3,0,1,1,0,0,0,1,0,0
505,11,375,0,2,0,1,1,0,1,0,0,0,0
439,7,365,0,1,1,1,1,0,0,0,1,0,0
483,5,1750,0,3,0,1,1,0,0,1,0,0,0
64,4,2088,0,3,0,1,0,1,1,0,0,0,0
542,5,1281,0,0,0,0,0,1,0,0,1,0,0
402,5,1132,0,3,0,1,1,0,0,1,0,0,0
818,4,653,0,1,0,0,1,0,1,0,0,0,0
503,2,330,0,1,0,1,1,0,1,0,0,0,0
262,9,220,0,2,0,1,1,0,0,0,1,0,0
490,5,120,0,1,0,0,0,1,0,1,0,0,0
290,7,1042,0,0,0,1,0,1,0,0,1,0,0
594,3,1200,0,2,0,0,0,1,0,1,0,0,0
558,4,355,0,2,0,0,0,1,0,1,0,0,0
691,5,4,0,2,0,0,0,1,0,1,0,0,0
341,4,2232,0,1,1,0,1,0,1,0,0,0,0
506,3,459,0,2,0,0,1,0,1,0,0,0,0
226,4,2938,0,4,1,1,0,1,1,0,0,0,0
640,4,904,0,3,0,1,1,0,0,0,1,0,0
603,4,105,0,2,0,1,1,0,1,0,0,0,0
599,4,316,0,2,0,1,1,0,0,0,0,1,0
500,2,856,0,1,0,0,0,1,1,0,0,0,0
582,3,838,0,1,0,0,1,0,1,0,0,0,0
820,5,211,0,3,0,1,1,0,1,0,0,0,0
442,1,155,0,2,0,1,0,0,1,0,0,0,0
527,5,259,0,2,1,1,0,1,1,0,0,0,0
282,3,1236,0,1,0,0,0,0,0,0,0,1,0
326,3,221,0,1,0,0,1,0,1,0,0,0,0
519,6,967,0,0,0,1,1,0,1,0,0,0,0
720,4,1632,0,2,0,0,0,1,1,0,0,0,0
448,2,397,0,3,0,1,1,0,1,0,0,0,0
452,2,5,0,2,0,1,1,0,1,0,0,0,0
418,1,122,0,0,0,0,1,0,0,0,0,1,0
393,3,299,0,2,0,0,1,0,0,0,1,0,0
558,3,168,0,1,0,0,1,0,0,1,0,0,0
200,5,273,0,1,0,1,1,0,0,0,0,0,1
756,4,628,0,2,0,0,1,0,1,0,0,0,0
366,1,17,0,1,0,0,0,1,1,0,0,0,0
644,1,53,0,3,1,1,1,0,0,0,1,0,0
246,5,1548,0,1,0,0,1,0,0,0,1,0,0
633,3,591,0,2,0,0,1,0,0,0,1,0,0
634,1,2193,0,1,1,0,1,0,0,1,0,0,0
576,3,2,0,1,0,0,0,1,1,0,0,0,0
301,6,0,0,2,0,0,1,0,1,0,0,0,0
549,7,1076,0,1,0,1,0,1,1,0,0,0,0
263,4,517,0,4,0,1,1,0,1,0,0,0,0
449,9,1960,0,2,0,1,1,0,1,0,0,0,0
705,7,1235,0,0,0,1,1,0,1,0,0,0,0
659,5,560,0,1,0,0,1,0,0,0,1,0,0
503,5,520,0,2,0,0,1,0,1,0,0,0,0
305,1,1333,0,1,1,0,1,0,1,0,0,0,0
629,3,1302,0,0,0,0,1,0,1,0,0,0,0
503,2,259,0,2,0,0,0,1,1,0,0,0,0
64,1,898,0,1,0,1,0,1,0,1,0,0,0
656,2,824,0,1,0,0,1,0,1,0,0,0,0
495,2,1550,0,2,0,0,1,0,0,1,0,0,0
740,3,1623,0,1,0,0,1,0,0,1,0,0,0
280,4,249,0,3,0,1,0,0,0,0,1,0,0
64,3,1694,0,1,1,0,1,0,0,1,0,0,0
555,4,2067,0,1,0,0,1,0,0,0,1,0,0
558,1,92,0,2,0,1,1,0,1,0,0,0,0
161,6,682,0,1,0,0,1,0,1,0,0,0,0
304,3,458,0,0,0,0,1,0,0,0,1,0,0
1051,3,411,0,2,0,0,1,0,1,0,0,0,0
438,1,976,0,2,0,0,0,1,0,0,1,0,0
646,6,111,0,1,1,0,0,1,1,0,0,0,0
369,3,1371,0,1,0,0,1,0,1,0,0,0,0
81,4,21,0,0,0,0,1,0,1,0,0,0,0
465,8,690,0,1,0,1,1,0,0,0,1,0,0
446,6,204,0,1,0,0,0,1,1,0,0,0,0
420,3,880,0,2,0,0,0,1,0,1,0,0,0
477,3,596,0,1,0,0,1,0,0,1,0,0,0
552,4,6642,0,1,0,1,1,0,1,0,0,0,0
469,4,1586,0,0,0,0,1,0,1,0,0,0,0
247,5,328,0,1,0,0,1,0,1,0,0,0,0
597,5,601,0,3,1,1,1,0,0,0,1,0,0
110,3,305,0,1,0,0,0,0,1,0,0,0,0
89,2,1043,0,0,0,0,1,0,0,1,0,0,0
647,5,439,0,2,0,1,1,0,1,0,0,0,0
601,2,98,0,1,0,1,0,1,0,0,1,0,0
488,10,864,0,0,0,1,1,0,0,1,0,0,0
220,4,8,0,4,0,1,0,0,1,0,0,0,0
358,7,282,0,1,0,1,1,0,0,1,0,0,0
447,6,1901,0,1,0,0,0,1,0,0,0,1,0
180,4,79,0,1,0,1,1,0,0,0,1,0,0
352,5,561,0,3,0,1,1,0,0,1,0,0,0
630,5,1268,0,2,0,1,1,0,1,0,0,0,0
785,2,1878,0,2,0,0,1,0,1,0,0,0,0
416,3,656,0,0,0,1,1,0,1,0,0,0,0
651,2,133,0,2,0,0,0,0,0,1,0,0,0
117,6,2262,0,1,0,0,0,1,0,1,0,0,0
631,1,1106,0,1,0,0,1,0,1,0,0,0,0
339,7,402,0,1,0,1,1,0,0,0,1,0,0
561,3,259,0,2,0,0,0,1,1,0,0,0,0
450,2,39,0,0,0,0,0,1,1,0,0,0,0
764,3,169,0,2,0,1,1,0,0,0,1,0,0
325,2,1202,0,1,0,0,0,1,0,0,1,0,0
625,4,91,0,1,0,0,1,0,1,0,0,0,0
444,5,110,0,2,0,0,1,0,0,0,1,0,0
468,4,174,0,1,0,0,1,0,1,0,0,0,0
463,3,402,0,0,0,0,0,1,1,0,0,0,0
330,6,167,0,0,0,1,1,0,0,1,0,0,0
497,7,1877,0,0,1,1,1,0,0,1,0,0,0
487,1,238,0,2,0,0,1,0,0,0,1,0,0
548,6,2015,0,2,1,0,1,0,0,1,0,0,0
516,3,3356,0,2,1,1,1,0,1,0,0,0,0
659,4,1124,0,0,0,0,1,0,1,0,0,0,0
684,6,5,0,2,0,1,1,0,0,0,0,0,1
289,4,219,0,0,0,0,1,0,1,0,0,0,0
673,4,248,0,0,0,0,0,1,0,0,0,1,0
262,4,626,0,0,0,0,1,0,1,0,0,0,0
617,11,137,0,0,0,1,0,1,1,0,0,0,0
623,4,64,0,0,0,0,1,0,1,0,0,0,0
117,1,155,0,0,1,1,1,0,1,0,0,0,0
518,5,317,0,2,1,0,1,0,1,0,0,0,0
